"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSCODE_ACTUEEL","OPLEIDINGSNAAM_ACTUEEL","AANTAL_INSCHRIJVINGEN"
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34145","B Business Studies",289
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",93
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34641","B Sociaal-Juridische Dienstverlening",113
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","35516","B Creative Business",851
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",485
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",654
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","30029","B International Business",1746
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",796
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",617
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",519
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34406","B Accountancy",405
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34419","B European Studies",1200
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34464","B Bestuurskunde/Overheidsmanagement",667
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34500","B Facility Management",540
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",562
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",915
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","35523","B Ondernemerschap & Retail Management",681
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten",2187
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","39268","B Integrale Veiligheidskunde",1199
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34040","B Sportkunde",727
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",1126
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","35158","B Pedagogiek",869
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34091","B Huidtherapie",572
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige",885
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34579","B Voeding en Dietetiek",961
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",370
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35025","B Opleiding tot Leraar van de eerste graad in Lichamelijke Opvoeding",937
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT",1195
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","30038","B Ruimtelijke Ontwikkeling",162
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","30039","B Mens en Techniek",260
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","34092","B Communication and Multimedia Design",742
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","34263","B Bouwkunde",462
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","34275","B Chemische Technologie",192
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","34279","B Civiele Techniek",202
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","34389","B Industrieel Product Ontwerpen",569
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44739","M Muziek",256
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49104","M Sonologie",18
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49105","M Opera",6
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49106","M Type and Media",11
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49114","M Master of Arts in Fine Art and Design",82
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","23KJ","Hogeschool der Kunsten Den Haag","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49238","M Interieurarchitectuur",21
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs",60
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","27PZ","Hogeschool Inholland","ONDERWIJS","n.v.t. (onderwijs)","44135","M Leren en Innoveren",27
"2022","Zuid-Holland","0518","'s-Gravenhage","reguliere inst.","master","27UM","De Haagse Hogeschool","ECONOMIE","n.v.t. (economie)","49398","M Integrale Bedrijfsvoering",33
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","associate degree","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","80011","Ad Management in de Zorg",75
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","associate degree","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","80045","Ad Onderwijsondersteuner Gezondheidszorg en Welzijn",6
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","associate degree","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","80060","Ad Onderwijsondersteuner Omgangskunde",13
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",969
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",486
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",467
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","34641","B Sociaal-Juridische Dienstverlening",386
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten",977
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34507","B Toegepaste Psychologie",922
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34608","B Sociaal Werk",1047
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34538","B Management in de Zorg",56
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige",1635
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34570","B Opleiding tot Fysiotherapeut",599
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34644","B Vaktherapie",274
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",1713
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34940","B Docent Dans",30
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39112","B Docent Muziek",33
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","35388","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn",84
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","ONDERWIJS","n.v.t. (onderwijs)","35421","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in omgangskunde",119
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","TECHNIEK","n.v.t. (techniek)","34396","B Chemie",321
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","TECHNIEK","n.v.t. (techniek)","34397","B Biologie en Medisch Laboratoriumonderzoek",913
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","TECHNIEK","n.v.t. (techniek)","34479","B Informatica",943
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","bachelor","21RI","Hogeschool Leiden","TECHNIEK","n.v.t. (techniek)","39215","B Bio-informatica",225
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","master","21RI","Hogeschool Leiden","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","40019","M Jeugdzorg",21
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","master","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","45288","M Fysiotherapie en Wijkgerichte Beweegzorg",12
"2022","Zuid-Holland","0546","Leiden","reguliere inst.","master","21RI","Hogeschool Leiden","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49246","M Advanced Nursing Practice",90
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","80008","Ad Accountancy",218
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","80035","Ad Crossmediale Communicatie",503
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","80080","Ad Ondernemen",337
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","80113","Ad Management",414
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","80126","Ad Sales en Accountmanagement",149
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80090","Ad Sociaal Financiele Dienstverlening",51
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80142","Ad Pedagogisch Educatief Professional",279
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","80011","Ad Management in de Zorg",93
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","80167","Ad Educatief Professional Beroepsonderwijs",25
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","80078","Ad Arts & Crafts",91
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80079","Ad Maintenance & Mechanics",47
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80083","Ad ICT Service Management",181
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80091","Ad Engineering",161
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80121","Ad Integraal Bouwmanagement",147
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80130","Ad Software Development",123
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80133","Ad Logistiek Management",424
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80155","Ad ICT Internet of Things",46
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80169","Ad Smart Technology",39
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","80181","Ad Data Analytics",16
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","associate degree","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","80065","Ad Finance & Control",82
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","34940","B Docent Dans",71
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39112","B Docent Muziek",90
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34128","B Circus Arts",50
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34739","B Muziek",481
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","34798","B Dans",114
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","30029","B International Business",2866
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",1513
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",2418
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",565
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34406","B Accountancy",492
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34500","B Facility Management",459
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",700
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","35517","B Finance, Tax and Advice",458
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",795
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","35521","B Leisure & Events Management",354
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","35522","B Logistics Management",537
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","35523","B Ondernemerschap & Retail Management",803
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","39118","B Business IT & Management",811
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","39203","B Vastgoedkunde",1236
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",2395
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","30023","B Medische Hulpverlening",160
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34134","B Verloskunde",251
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige",2290
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34570","B Opleiding tot Fysiotherapeut",669
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34574","B Opleiding voor Ergotherapie",338
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34578","B Opleiding voor Logopedie",288
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",1006
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","39100","B Docent Beeldende Kunst en Vormgeving",169
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35193","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Duits",68
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35195","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Engels",745
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35196","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Frans",98
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35197","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Geschiedenis",381
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35198","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Nederlands",357
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35201","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Aardrijkskunde",236
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35207","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Economie",267
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35210","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in het Technisch Beroepsonderwijs",107
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35221","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Wiskunde",269
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35261","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Natuurkunde",108
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35301","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Biologie",327
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35388","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Gezondheidszorg en Welzijn",173
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","35411","B Opleiding tot leraar voortgezet onderwijs van de tweede graad in Maatschappijleer",262
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39110","B Autonome Beeldende Kunst",251
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","opleidingen op het gebied van de kunst","39111","B Vormgeving",1564
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","30018","B Automotive",297
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","30036","B Creative Media and Game Technologies",286
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","30038","B Ruimtelijke Ontwikkeling",402
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","30039","B Mens en Techniek",183
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34074","B Watermanagement",225
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34092","B Communication and Multimedia Design",527
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34263","B Bouwkunde",1332
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34267","B Elektrotechniek",275
