"STUDIEJAAR","PROVINCIENAAM","GEMEENTENUMMER","GEMEENTENAAM","SOORT_INSTELLING","TYPE_HOGER_ONDERWIJS","INSTELLINGSCODE_ACTUEEL","INSTELLINGSNAAM_ACTUEEL","ONDERDEEL","SUBONDERDEEL","OPLEIDINGSCODE_ACTUEEL","OPLEIDINGSNAAM_ACTUEEL","AANTAL_INSCHRIJVINGEN"
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34275","B Chemische Technologie",202
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34276","B Maritieme Techniek",237
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34279","B Civiele Techniek",319
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34280","B Werktuigbouwkunde",469
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34384","B Maritiem Officier",197
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34389","B Industrieel Product Ontwerpen",436
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34390","B Logistics Engineering",156
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34396","B Chemie",247
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34397","B Biologie en Medisch Laboratoriumonderzoek",614
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34421","B Technische Bedrijfskunde",559
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34475","B Technische Informatica",324
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","34479","B Informatica",935
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","39309","B Applied Data Science & Artificial Intelligence",49
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34145","B Business Studies",454
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",176
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34406","B Accountancy",91
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","34641","B Sociaal-Juridische Dienstverlening",564
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","35516","B Creative Business",708
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",104
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","35524","B Tourism Management",411
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten",1311
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ECONOMIE","n.v.t. (economie)","39268","B Integrale Veiligheidskunde",741
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",866
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","27PZ","Hogeschool Inholland","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",516
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","bachelor","30VP","Hogeschool Thomas More","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",937
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","14NI","Codarts, Hogeschool voor de Kunsten","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","49117","M Kunsteducatie",-1
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44739","M Muziek",185
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","14NI","Codarts, Hogeschool voor de Kunsten","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49108","M Master of Arts Therapies",46
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","49159","M Master in Consultancy and Entrepreneurship",78
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","ECONOMIE","n.v.t. (economie)","49292","M Master in International Supply Chain Management",213
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","44113","M Pedagogiek",51
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49115","M Physician Assistant",172
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","49246","M Advanced Nursing Practice",96
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","ONDERWIJS","lerarenopleidingen op het gebied van de kunst","49117","M Kunsteducatie",28
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","ONDERWIJS","n.v.t. (onderwijs)","44135","M Leren en Innoveren",71
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","44336","M Architectuur",137
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","opleidingen voortgezette bouwkunst","44338","M Stedenbouw",52
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","44760","M Interior Architecture",20
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49098","M Master Design",20
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","TAAL_EN_CULTUUR","voortgezette kunstopleidingen","49114","M Master of Arts in Fine Art and Design",67
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","22OJ","Hogeschool Rotterdam","TECHNIEK","n.v.t. (techniek)","49153","M Shipping and Transport",41
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","25DW","Hogeschool Utrecht","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs",92
"2022","Zuid-Holland","0599","Rotterdam","reguliere inst.","master","30GB","Fontys Hogeschool","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs",96
"2022","Zuid-Holland","0637","Zoetermeer","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT",572
"2022","Zuid-Holland","0637","Zoetermeer","reguliere inst.","bachelor","27UM","De Haagse Hogeschool","TECHNIEK","n.v.t. (techniek)","39309","B Applied Data Science & Artificial Intelligence",52
"2023","Drenthe","0106","Assen","reguliere inst.","bachelor","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","34267","B Elektrotechniek",17
"2023","Drenthe","0106","Assen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",208
"2023","Drenthe","0106","Assen","reguliere inst.","master","25BE","Hanzehogeschool Groningen","TECHNIEK","n.v.t. (techniek)","40015","M Smart Systems Engineering",37
"2023","Drenthe","0114","Emmen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","80009","Ad Tourism Management",8
"2023","Drenthe","0114","Emmen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","80040","Ad Leisure & Events Management",53
"2023","Drenthe","0114","Emmen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","80041","Ad Hotel Management",54
"2023","Drenthe","0114","Emmen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","80103","Ad Commerciele Economie",105
"2023","Drenthe","0114","Emmen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","80115","Ad Logistiek en Economie",28
"2023","Drenthe","0114","Emmen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80140","Ad Sociaal Werk",70
"2023","Drenthe","0114","Emmen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80182","Ad Participatie en Buurtontwikkeling",-1
"2023","Drenthe","0114","Emmen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","80131","Ad Zorg en Technologie",-1
"2023","Drenthe","0114","Emmen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","80071","Ad ICT-Beheer",-1
"2023","Drenthe","0114","Emmen","reguliere inst.","associate degree","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","80157","Ad Industriele Automatisering en Robotica",9
"2023","Drenthe","0114","Emmen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","30029","B International Business",72
"2023","Drenthe","0114","Emmen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",165
"2023","Drenthe","0114","Emmen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",83
"2023","Drenthe","0114","Emmen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ECONOMIE","n.v.t. (economie)","35522","B Logistics Management",78
"2023","Drenthe","0114","Emmen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",277
"2023","Drenthe","0114","Emmen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34280","B Werktuigbouwkunde",58
"2023","Drenthe","0114","Emmen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34396","B Chemie",55
"2023","Drenthe","0114","Emmen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34397","B Biologie en Medisch Laboratoriumonderzoek",49
"2023","Drenthe","0114","Emmen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34475","B Technische Informatica",25
"2023","Drenthe","0114","Emmen","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","TECHNIEK","n.v.t. (techniek)","34479","B Informatica",299
"2023","Drenthe","0119","Meppel","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",12
"2023","Drenthe","0119","Meppel","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","leraar basisonderwijs","35514","B International Teacher Education for Primary Schools (ITEps)",408
"2023","Drenthe","0119","Meppel","reguliere inst.","bachelor","31FR","NHL Stenden Hogeschool","ONDERWIJS","n.v.t. (onderwijs)","35525","B International Teacher Education for Secondary Schools",53
"2023","Drenthe","0119","Meppel","reguliere inst.","master","31FR","NHL Stenden Hogeschool","GEDRAG_EN_MAATSCHAPPIJ","hogere kaderopleiding pedagogiek","44113","M Pedagogiek",28
"2023","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","80080","Ad Ondernemen",147
"2023","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","80103","Ad Commerciele Economie",114
"2023","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","80113","Ad Management",111
"2023","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","80143","Ad Finance",64
"2023","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80140","Ad Sociaal Werk",67
"2023","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","80173","Ad Sport",26
"2023","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","80142","Ad Pedagogisch Educatief Professional",148
"2023","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","80034","Ad Bouwkunde",72
"2023","Flevoland","0034","Almere","reguliere inst.","associate degree","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","80130","Ad Software Development",111
"2023","Flevoland","0034","Almere","reguliere inst.","associate degree","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","80028","Ad Bedrijfskunde en Agribusiness",24
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","34035","B Bedrijfskunde",260
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","34402","B Commerciele Economie",280
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","34405","B Communicatie",148
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","34609","B Human Resource Management",163
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","35520","B Finance & Control",184
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ECONOMIE","n.v.t. (economie)","39205","B HBO - Rechten",386
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEDRAG_EN_MAATSCHAPPIJ","n.v.t. (gedrag en maatschappij)","34116","B Social Work",579
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34560","B Opleiding tot Verpleegkundige",340
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","34578","B Opleiding voor Logopedie",209
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","leraar basisonderwijs","34808","B Opleiding tot leraar Basisonderwijs",345
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","30020","B HBO-ICT",469
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","30038","B Ruimtelijke Ontwikkeling",67
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","30107","B Engineering",100
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","01VU","Christelijke Hogeschool Windesheim","TECHNIEK","n.v.t. (techniek)","34263","B Bouwkunde",149
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","30009","B Toegepaste Biologie",550
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","30033","B Geo Media & Design",116
"2023","Flevoland","0034","Almere","reguliere inst.","bachelor","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34866","B Bedrijfskunde en Agribusiness",42
"2023","Flevoland","0034","Almere","reguliere inst.","master","01VU","Christelijke Hogeschool Windesheim","ONDERWIJS","lerarenopleidingen speciaal onderwijs","44103","M Educational Needs",9
"2023","Flevoland","0034","Almere","reguliere inst.","master","30TX","Aeres Hogeschool","GEZONDHEIDSZORG","n.v.t. (gezondheidszorg)","45295","M Gezond Gedrag en Leefomgeving",14
"2023","Flevoland","0034","Almere","reguliere inst.","master","30TX","Aeres Hogeschool","SECTOROVERSTIJGEND","sectoroverstijgend","45290","M Food Systems Innovation",14
"2023","Flevoland","0303","Dronten","reguliere inst.","associate degree","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","80006","Ad Dier- en Veehouderij",125
"2023","Flevoland","0303","Dronten","reguliere inst.","associate degree","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","80012","Ad Tuinbouw en Akkerbouw",71
"2023","Flevoland","0303","Dronten","reguliere inst.","associate degree","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","80028","Ad Bedrijfskunde en Agribusiness",125
"2023","Flevoland","0303","Dronten","reguliere inst.","bachelor","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34866","B Bedrijfskunde en Agribusiness",717
"2023","Flevoland","0303","Dronten","reguliere inst.","bachelor","30TX","Aeres Hogeschool","LANDBOUW_EN_NATUURLIJKE_OMGEVING","n.v.t. (landbouw en natuurlijke omgeving)","34868","B Tuinbouw en Akkerbouw",285
